"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Faroe Islands","2020","Urban","Male","10 - 14","Estimate - de jure","Final figure, complete","2021","714",""
"Faroe Islands","2020","Urban","Male","15 - 19","Estimate - de jure","Final figure, complete","2021","722",""
"Faroe Islands","2020","Urban","Male","20 - 24","Estimate - de jure","Final figure, complete","2021","635",""
"Faroe Islands","2020","Urban","Male","25 - 29","Estimate - de jure","Final figure, complete","2021","645",""
"Faroe Islands","2020","Urban","Male","30 - 34","Estimate - de jure","Final figure, complete","2021","690",""
"Faroe Islands","2020","Urban","Male","35 - 39","Estimate - de jure","Final figure, complete","2021","628",""
"Faroe Islands","2020","Urban","Male","40 - 44","Estimate - de jure","Final figure, complete","2021","672",""
"Faroe Islands","2020","Urban","Male","45 - 49","Estimate - de jure","Final figure, complete","2021","702",""
"Faroe Islands","2020","Urban","Male","50 - 54","Estimate - de jure","Final figure, complete","2021","728",""
"Faroe Islands","2020","Urban","Male","55 - 59","Estimate - de jure","Final figure, complete","2021","702",""
"Faroe Islands","2020","Urban","Male","60 - 64","Estimate - de jure","Final figure, complete","2021","554",""
"Faroe Islands","2020","Urban","Male","65 - 69","Estimate - de jure","Final figure, complete","2021","485",""
"Faroe Islands","2020","Urban","Male","70 - 74","Estimate - de jure","Final figure, complete","2021","429",""
"Faroe Islands","2020","Urban","Male","75 - 79","Estimate - de jure","Final figure, complete","2021","310",""
"Faroe Islands","2020","Urban","Male","80 - 84","Estimate - de jure","Final figure, complete","2021","160",""
"Faroe Islands","2020","Urban","Male","85 - 89","Estimate - de jure","Final figure, complete","2021","89",""
"Faroe Islands","2020","Urban","Male","90 - 94","Estimate - de jure","Final figure, complete","2021","34",""
"Faroe Islands","2020","Urban","Male","95 - 99","Estimate - de jure","Final figure, complete","2021","6",""
"Faroe Islands","2020","Urban","Male","100 +","Estimate - de jure","Final figure, complete","2021","0",""
"Faroe Islands","2020","Urban","Female","Total","Estimate - de jure","Final figure, complete","2021","10046",""
"Faroe Islands","2020","Urban","Female","0","Estimate - de jure","Final figure, complete","2021","123",""
"Faroe Islands","2020","Urban","Female","0 - 4","Estimate - de jure","Final figure, complete","2021","709",""
"Faroe Islands","2020","Urban","Female","1 - 4","Estimate - de jure","Final figure, complete","2021","586",""
"Faroe Islands","2020","Urban","Female","5 - 9","Estimate - de jure","Final figure, complete","2021","694",""
"Faroe Islands","2020","Urban","Female","10 - 14","Estimate - de jure","Final figure, complete","2021","705",""
"Faroe Islands","2020","Urban","Female","15 - 19","Estimate - de jure","Final figure, complete","2021","730",""
"Faroe Islands","2020","Urban","Female","20 - 24","Estimate - de jure","Final figure, complete","2021","534",""
"Faroe Islands","2020","Urban","Female","25 - 29","Estimate - de jure","Final figure, complete","2021","563",""
"Faroe Islands","2020","Urban","Female","30 - 34","Estimate - de jure","Final figure, complete","2021","631",""
"Faroe Islands","2020","Urban","Female","35 - 39","Estimate - de jure","Final figure, complete","2021","552",""
"Faroe Islands","2020","Urban","Female","40 - 44","Estimate - de jure","Final figure, complete","2021","593",""
"Faroe Islands","2020","Urban","Female","45 - 49","Estimate - de jure","Final figure, complete","2021","591",""
"Faroe Islands","2020","Urban","Female","50 - 54","Estimate - de jure","Final figure, complete","2021","756",""
"Faroe Islands","2020","Urban","Female","55 - 59","Estimate - de jure","Final figure, complete","2021","637",""
"Faroe Islands","2020","Urban","Female","60 - 64","Estimate - de jure","Final figure, complete","2021","574",""
"Faroe Islands","2020","Urban","Female","65 - 69","Estimate - de jure","Final figure, complete","2021","499",""
"Faroe Islands","2020","Urban","Female","70 - 74","Estimate - de jure","Final figure, complete","2021","443",""
"Faroe Islands","2020","Urban","Female","75 - 79","Estimate - de jure","Final figure, complete","2021","342",""
"Faroe Islands","2020","Urban","Female","80 - 84","Estimate - de jure","Final figure, complete","2021","225",""
"Faroe Islands","2020","Urban","Female","85 - 89","Estimate - de jure","Final figure, complete","2021","142",""
"Faroe Islands","2020","Urban","Female","90 - 94","Estimate - de jure","Final figure, complete","2021","96",""
"Faroe Islands","2020","Urban","Female","95 - 99","Estimate - de jure","Final figure, complete","2021","27",""
"Faroe Islands","2020","Urban","Female","100 +","Estimate - de jure","Final figure, complete","2021","3",""
"Faroe Islands","2020","Rural","Both Sexes","Total","Estimate - de jure","Final figure, complete","2021","32266",""
"Faroe Islands","2020","Rural","Both Sexes","0","Estimate - de jure","Final figure, complete","2021","405",""
"Faroe Islands","2020","Rural","Both Sexes","0 - 4","Estimate - de jure","Final figure, complete","2021","2202",""
"Faroe Islands","2020","Rural","Both Sexes","1 - 4","Estimate - de jure","Final figure, complete","2021","1797",""
"Faroe Islands","2020","Rural","Both Sexes","5 - 9","Estimate - de jure","Final figure, complete","2021","2175",""
"Faroe Islands","2020","Rural","Both Sexes","10 - 14","Estimate - de jure","Final figure, complete","2021","2264",""
"Faroe Islands","2020","Rural","Both Sexes","15 - 19","Estimate - de jure","Final figure, complete","2021","2216",""
"Faroe Islands","2020","Rural","Both Sexes","20 - 24","Estimate - de jure","Final figure, complete","2021","1981",""
"Faroe Islands","2020","Rural","Both Sexes","25 - 29","Estimate - de jure","Final figure, complete","2021","1725",""
"Faroe Islands","2020","Rural","Both Sexes","30 - 34","Estimate - de jure","Final figure, complete","2021","2043",""
"Faroe Islands","2020","Rural","Both Sexes","35 - 39","Estimate - de jure","Final figure, complete","2021","1875",""
"Faroe Islands","2020","Rural","Both Sexes","40 - 44","Estimate - de jure","Final figure, complete","2021","1958",""
"Faroe Islands","2020","Rural","Both Sexes","45 - 49","Estimate - de jure","Final figure, complete","2021","2038",""
"Faroe Islands","2020","Rural","Both Sexes","50 - 54","Estimate - de jure","Final figure, complete","2021","2032",""
"Faroe Islands","2020","Rural","Both Sexes","55 - 59","Estimate - de jure","Final figure, complete","2021","1929",""
"Faroe Islands","2020","Rural","Both Sexes","60 - 64","Estimate - de jure","Final figure, complete","2021","1880",""
"Faroe Islands","2020","Rural","Both Sexes","65 - 69","Estimate - de jure","Final figure, complete","2021","1665",""
"Faroe Islands","2020","Rural","Both Sexes","70 - 74","Estimate - de jure","Final figure, complete","2021","1525",""
"Faroe Islands","2020","Rural","Both Sexes","75 - 79","Estimate - de jure","Final figure, complete","2021","1262",""
"Faroe Islands","2020","Rural","Both Sexes","80 - 84","Estimate - de jure","Final figure, complete","2021","686",""
"Faroe Islands","2020","Rural","Both Sexes","85 - 89","Estimate - de jure","Final figure, complete","2021","521",""
"Faroe Islands","2020","Rural","Both Sexes","90 - 94","Estimate - de jure","Final figure, complete","2021","233",""
"Faroe Islands","2020","Rural","Both Sexes","95 - 99","Estimate - de jure","Final figure, complete","2021","51",""
"Faroe Islands","2020","Rural","Both Sexes","100 +","Estimate - de jure","Final figure, complete","2021","5",""
"Faroe Islands","2020","Rural","Male","Total","Estimate - de jure","Final figure, complete","2021","16927",""
"Faroe Islands","2020","Rural","Male","0","Estimate - de jure","Final figure, complete","2021","218",""
"Faroe Islands","2020","Rural","Male","0 - 4","Estimate - de jure","Final figure, complete","2021","1102",""
"Faroe Islands","2020","Rural","Male","1 - 4","Estimate - de jure","Final figure, complete","2021","884",""
"Faroe Islands","2020","Rural","Male","5 - 9","Estimate - de jure","Final figure, complete","2021","1141",""
"Faroe Islands","2020","Rural","Male","10 - 14","Estimate - de jure","Final figure, complete","2021","1176",""
"Faroe Islands","2020","Rural","Male","15 - 19","Estimate - de jure","Final figure, complete","2021","1163",""
"Faroe Islands","2020","Rural","Male","20 - 24","Estimate - de jure","Final figure, complete","2021","1095",""
"Faroe Islands","2020","Rural","Male","25 - 29","Estimate - de jure","Final figure, complete","2021","932",""
"Faroe Islands","2020","Rural","Male","30 - 34","Estimate - de jure","Final figure, complete","2021","1086",""
"Faroe Islands","2020","Rural","Male","35 - 39","Estimate - de jure","Final figure, complete","2021","1001",""
"Faroe Islands","2020","Rural","Male","40 - 44","Estimate - de jure","Final figure, complete","2021","1045",""
"Faroe Islands","2020","Rural","Male","45 - 49","Estimate - de jure","Final figure, complete","2021","1114",""
"Faroe Islands","2020","Rural","Male","50 - 54","Estimate - de jure","Final figure, complete","2021","1117",""
"Faroe Islands","2020","Rural","Male","55 - 59","Estimate - de jure","Final figure, complete","2021","1008",""
"Faroe Islands","2020","Rural","Male","60 - 64","Estimate - de jure","Final figure, complete","2021","966",""
"Faroe Islands","2020","Rural","Male","65 - 69","Estimate - de jure","Final figure, complete","2021","882",""
"Faroe Islands","2020","Rural","Male","70 - 74","Estimate - de jure","Final figure, complete","2021","804",""
"Faroe Islands","2020","Rural","Male","75 - 79","Estimate - de jure","Final figure, complete","2021","666",""
"Faroe Islands","2020","Rural","Male","80 - 84","Estimate - de jure","Final figure, complete","2021","324",""
"Faroe Islands","2020","Rural","Male","85 - 89","Estimate - de jure","Final figure, complete","2021","222",""
"Faroe Islands","2020","Rural","Male","90 - 94","Estimate - de jure","Final figure, complete","2021","72",""
"Faroe Islands","2020","Rural","Male","95 - 99","Estimate - de jure","Final figure, complete","2021","10",""
"Faroe Islands","2020","Rural","Male","100 +","Estimate - de jure","Final figure, complete","2021","1",""
"Faroe Islands","2020","Rural","Female","Total","Estimate - de jure","Final figure, complete","2021","15339",""
"Faroe Islands","2020","Rural","Female","0","Estimate - de jure","Final figure, complete","2021","187",""
"Faroe Islands","2020","Rural","Female","0 - 4","Estimate - de jure","Final figure, complete","2021","1100",""
"Faroe Islands","2020","Rural","Female","1 - 4","Estimate - de jure","Final figure, complete","2021","913",""
"Faroe Islands","2020","Rural","Female","5 - 9","Estimate - de jure","Final figure, complete","2021","1034",""
"Faroe Islands","2020","Rural","Female","10 - 14","Estimate - de jure","Final figure, complete","2021","1088",""
"Faroe Islands","2020","Rural","Female","15 - 19","Estimate - de jure","Final figure, complete","2021","1053",""
"Faroe Islands","2020","Rural","Female","20 - 24","Estimate - de jure","Final figure, complete","2021","886",""
"Faroe Islands","2020","Rural","Female","25 - 29","Estimate - de jure","Final figure, complete","2021","793",""
"Faroe Islands","2020","Rural","Female","30 - 34","Estimate - de jure","Final figure, complete","2021","957",""
"Faroe Islands","2020","Rural","Female","35 - 39","Estimate - de jure","Final figure, complete","2021","874",""
"Faroe Islands","2020","Rural","Female","40 - 44","Estimate - de jure","Final figure, complete","2021","913",""
"Faroe Islands","2020","Rural","Female","45 - 49","Estimate - de jure","Final figure, complete","2021","924",""
"Faroe Islands","2020","Rural","Female","50 - 54","Estimate - de jure","Final figure, complete","2021","915",""
"Faroe Islands","2020","Rural","Female","55 - 59","Estimate - de jure","Final figure, complete","2021","921",""
"Faroe Islands","2020","Rural","Female","60 - 64","Estimate - de jure","Final figure, complete","2021","914",""
